star_name|ra|dec|ra_J2016|dec_J2016|tic_id|gaia_dr2_id|gaia_dr3_id|hip_name|tm_name|tyc_name|wds_designation|simbad_name|source_list_fl|sy_pmra|sy_pmraerr|sy_pmdec|sy_pmdecerr|sy_pmsrc|sy_pm_reflink|sy_ujmag|sy_ujmagerr|sy_ujmagsrc|sy_ujmag_reflink|sy_bmag|sy_bmagerr|sy_bmagsrc|sy_bmag_reflink|sy_vmag|sy_vmagerr|sy_vmagsrc|sy_vmag_reflink|sy_rcmag|sy_rcmagerr|sy_rcmagsrc|sy_rcmag_reflink|sy_icmag|sy_icmagerr|sy_icmagsrc|sy_icmag_reflink|sy_jmag|sy_jmagerr|sy_jmagsrc|sy_jmag_reflink|sy_hmag|sy_hmagerr|sy_hmagsrc|sy_hmag_reflink|sy_kmag|sy_kmagmerr|sy_kmagsrc|sy_kmag_reflink|sy_tmag|sy_tmagerr|sy_gaiamag|sy_gaiamagerr|sy_gaiamagsrc|sy_gaiamag_reflink|sy_bpmag|sy_bpmagerr|sy_rpmag|sy_rpmagerr|sy_plx|sy_plxerr|sy_plxsrc|sy_plx_reflink|sy_dist|sy_disterr|sy_distsrc|sy_dist_reflink|ambiguous_dist_fl|st_spectype|st_spectype_reflink|dwarf_fl|st_teff|st_tefferr|st_teffsrc|st_teff_reflink|st_logg|st_loggerr|st_loggsrc|st_logg_reflink|st_loggspec|st_loggspecerr|st_loggspecsrc|st_loggspec_reflink|st_met|st_meterr|st_metsrc|st_met_reflink|st_lum|st_lumerr|st_lumsrc|st_lum_reflink|st_rad|st_raderr|st_radsrc|st_rad_reflink|st_mass|st_masserr|st_masssrc|st_mass_reflink|uncertain_M_flag|st_age|st_ageerr|st_agesrc|st_age_reflink|contaminant_fl|brightest_sep|brightest_Gmag|brightest_id|nearest_sep|nearest_Gmag|nearest_id|known_binary_fl|gaia_binary_fl|wds_comp|wds_sep|wds_deltamag|GCNS_companion|GCNS_sep|GCNS_mag_diff|sy_planets_flag|hostname
TIC 84331853|57.775666|25.593821|null|null|84331853|null|null|null|2MASS J03510615+2535377|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|9.56|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|9.36|null|TIC|2019AJ....158..138S|12.49|0.194|TIC|2019AJ....158..138S|12.748|0.206|TIC|2019AJ....158..138S|7.686|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|3.634461|9.013485|66969676998824576|3.634461|9.013485|66969676998824576|0|0|null|null|null|null|null|null|0|null
TIC 160535836|241.624065|75.776908|null|null|160535836|null|null|null|2MASS J16062977+7546368|4567-00172-1|WDS J16065+7547AB|BD+76   591|tic_bright|-24.6|1.3|-6.6|1.2|TIC tic7|2019AJ....158..138S|null|null|null|null|9.35|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|8.74|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|7.525|0.018|TIC|2019AJ....158..138S|7.247|0.021|TIC|2019AJ....158..138S|7.165|0.016|TIC|2019AJ....158..138S|7.689|0.017|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|F8||1|5867.046694776259|null|Pecaut_and_Mamajek_2013|Calculated Value|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.399207|9.136342|1703749415347422592|0.399207|9.136342|1703749415347422592|1|0|AB|0.5|-0.4800000000000004|null|null|null|0|null
TIC 158851047|269.997197|24.810863|null|null|158851047|null|null|null|2MASS J17595932+2448391|2094-02151-1|WDS J18000+2449AB|BD+24  3298|tic_bright|-1.9|1.0|0.4|0.9|TIC tic7|2019AJ....158..138S|null|null|null|null|9.82|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|8.69|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|6.815|0.018|TIC|2019AJ....158..138S|6.305|0.021|TIC|2019AJ....158..138S|6.159|0.021|TIC|2019AJ....158..138S|7.69|0.028|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|G5||0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|1.0|0.086037|9.031056|4582419290939565056|0.086037|9.031056|4582419290939565056|1|0|AB|0.3|0.0|null|null|null|0|null
TIC 55500829|71.900289|-62.824963|null|null|55500829|null|null|null|2MASS J04473606-6249298|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|7.293|9.995|TIC|2019AJ....158..138S|16.84|0.361|TIC|2019AJ....158..138S|16.956|null|TIC|2019AJ....158..138S|7.693|0.5|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 229602478|197.62605138395|-25.88875029626|197.62606823962|-25.88873023213|229602478|6187629778414089856|6187629782710389888|null|2MASS J13103048-2553196|6703-00845-1|WDS J13105-2553AB|HD 114404|tic_bright|-178.5|2.0|11.6|1.5|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|9.16|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|8.4|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|7.035|0.019|TIC|2019AJ....158..138S|6.698|0.026|TIC|2019AJ....158..138S|6.619|0.024|TIC|2019AJ....158..138S|7.715|0.007|8.868044|0.007479|gaia_dr3|2023A&A...674A...1G|8.560407|0.002835|7.646209|0.003866|null|null|null|null|null|null|null|null|0|G8V|1988MSS...C04....0H|1|5491.76040307588|70.0|using_TIC_relation|Calculated Value|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|1.0|null|null|null|null|null|null|1|0|AB|0.3|0.1999999999999993|null|null|null|0|null
TIC 311865516|66.666248|-49.937523|null|null|311865516|null|null|null|2MASS J04263989-4956150|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|10.09|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|10.37|null|TIC|2019AJ....158..138S|14.811|0.408|TIC|2019AJ....158..138S|14.993|0.219|TIC|2019AJ....158..138S|7.726|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|4.174054|9.929983|4781692884271236608|2.547309|20.005629|4781692819848661248|0|0|null|null|null|null|null|null|0|null
TIC 29922518|24.460711|-14.94052|null|null|29922518|null|null|null|2MASS J01375057-1456258|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|10.16|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|10.284|null|TIC|2019AJ....158..138S|13.743|0.4|TIC|2019AJ....158..138S|14.66|0.218|TIC|2019AJ....158..138S|7.732|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|4.722179|9.509685|2453482445590548352|4.722179|9.509685|2453482445590548352|0|0|null|null|null|null|null|null|0|null
TIC 141276792|190.544713|26.360988|null|null|141276792|null|null|61986|2MASS J12421073+2621395|1992-00073-1|WDS J12422+2622AB|HD 110465|tic_near|-8.23|2.0|60.83|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|10.33|0.02|Simbad 1997JApA...18..161Y|1997JApA...18..161Y|9.28|0.02|Simbad 1997JApA...18..161Y|1997JApA...18..161Y|null|null|null|null|null|null|null|null|7.287|0.02|TIC|2019AJ....158..138S|6.776|0.021|TIC|2019AJ....158..138S|6.626|0.02|TIC|2019AJ....158..138S|7.734|0.017|null|null|null|null|null|null|null|null|22.72|1.47|TIC hip|2019AJ....158..138S|44.014084507042256|2.8477422634397938|TIC plx hip|2019AJ....158..138S|0|K5V|1997JApA...18..161Y|1|4481.0|null|TIC|2019AJ....158..138S|4.187283520866285|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.049|0.051|TIC|2019AJ....158..138S|-0.34198693565047605|0.08779810986601329|update McDonald2017|2017MNRAS.471..770M|1.1192040916150479|null|calc_from_L_and_Teff|Calculated Value|0.7031281281756355|0.07828022949681968|TIC_teff_mass_relation|Calculated Value|0|null|null|null|null|null|1.379723|9.508714|3961330564251371392|1.379723|9.508714|3961330564251371392|1|0|AB|0.3|-0.009999999999999787|null|null|null|0|null
TIC 302437136|262.327971|8.184072|null|null|302437136|null|null|null|2MASS J17291871+0811026|0991-01204-1|WDS J17293+0811AB|HD 158491|tic_bright|-4.6|2.8|-9.8|2.8|TIC tic7|2019AJ....158..138S|null|null|null|null|9.9|0.03|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|8.79|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|6.773|0.023|TIC|2019AJ....158..138S|6.241|0.038|TIC|2019AJ....158..138S|6.061|0.027|TIC|2019AJ....158..138S|7.737|0.032|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|K0|1993yCat.3135....0C|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.227839|9.079295|4490258432454872960|0.227839|9.079295|4490258432454872960|1|0|AB|0.3|0.20000000000000107|null|null|null|0|null
TIC 287081516|220.640165|19.479681|null|null|287081516|null|null|71914|2MASS J14423363+1928468|1480-00302-1|WDS J14426+1929AB|BD+20  3010|tic_bright|-254.0|8.0|-154.0|8.0|TIC tic7|2019AJ....158..138S|11.616|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|10.364|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|9.043|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|8.242|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|7.553|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|6.596|0.019|TIC|2019AJ....158..138S|5.972|0.029|TIC|2019AJ....158..138S|5.824|0.017|TIC|2019AJ....158..138S|7.739|0.029|null|null|null|null|null|null|null|null|46.34|2.17|Simbad 2007A&A...474..653V|2007A&A...474..653V|21.58|1.01|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|0|M0V|1974ApJS...28....1J|1|4138.0|125.0|McDonald2017|2017MNRAS.471..770M|4.399430096735895|0.09888623001415096|calculated_from_M_and_R|Calculated Value|4.067|null|McDonald2017|2017MNRAS.471..770M|null|null|null|null|-0.7281583934635011|0.06639726578427028|update McDonald2017|2017MNRAS.471..770M|0.8413805638327326|0.08197972359789588|calc_from_L_and_Teff|Calculated Value|0.647660514240872|0.07627670215000103|TIC_teff_mass_relation|Calculated Value|0|null|null|null|null|null|5.053681|9.118815|1237693065130209408|5.053681|9.118815|1237693065130209408|1|0|AB|0.4|0.28000000000000114|null|null|null|0|null
TIC 11895653|178.45756125256|53.69474969408|null|null|11895653|null|null|58001|2MASS J11534983+5341408|3833-01034-1|WDS J11538+5342A|* gam UMa|tic_near|108.0|8.0|11.0|8.0|TIC sblink|2019AJ....158..138S|2.44|0.01|Simbad 1986A&AS...65..405O|1986A&AS...65..405O|2.45|0.007|Simbad 1991A&AS...89..415O|1991A&AS...89..415O|2.44|0.009|Simbad 1991A&AS...89..415O|1991A&AS...89..415O|2.44|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|2.47|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|2.381|0.29|TIC|2019AJ....158..138S|2.487|0.174|TIC|2019AJ....158..138S|2.429|0.288|TIC|2019AJ....158..138S|7.744|0.17|null|null|null|null|null|null|null|null|38.99|0.68|TIC hip|2019AJ....158..138S|25.6476|0.4473|TIC hip|2019AJ....158..138S|0|A0Ve+K2V|2013MNRAS.428.3104E|1|9311.0|null|TIC|2019AJ....158..138S|3.8118826437359243|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|1.8303537103300327|null|Pecaut_and_Mamajek_2013|Calculated Value|3.1610898967458705|null|calc_from_L_and_Teff|Calculated Value|2.363135965047291|0.31713972575588684|TIC_teff_mass_relation|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|0|A|999.9|5.8100000000000005|null|null|null|0|null
TIC 500151505|81.11945499127|-2.39734527347|null|null|500151505|3214077516843475840|null|null|null|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|7.753|0.6|8.1828|null|null|null|6.347|null|8.62351|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|1.046958|3.61537|3214077516844988800|1.046958|3.61537|3214077516844988800|0|0|null|null|null|null|null|null|0|null
TIC 79410842|90.267943|28.611917|null|null|79410842|null|null|null|2MASS J06010430+2836429|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|10.31|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|9.992|null|TIC|2019AJ....158..138S|13.254|0.305|TIC|2019AJ....158..138S|14.357|0.189|TIC|2019AJ....158..138S|7.755|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|4.289118|9.621699|3431411314521128576|4.289118|9.621699|3431411314521128576|0|0|null|null|null|null|null|null|0|null
TIC 388509383|357.06701371714|82.78604873228|357.06722258687|82.78605182423|388509383|2287467116192553216|2287467116194839296|null|2MASS J23481491+8247100|4650-00074-1|WDS J23482+8247AB|HD 223384|tic_bright|149.7|2.0|-1.9|3.6|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.3|0.0|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|8.72|0.0|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|8.77|0.07|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|7.112|0.018|TIC|2019AJ....158..138S|6.871|0.027|TIC|2019AJ....158..138S|6.796|0.027|TIC|2019AJ....158..138S|7.757|0.006|8.727999|0.015977|gaia_dr3|2023A&A...674A...1G|8.532019|0.003219|7.686419|0.004015|null|null|null|null|null|null|null|null|0|K0|1993yCat.3135....0C|0|5733.0|null|Simbad 2009A&A...504..829G|2009A&A...504..829G|null|null|null|null|null|null|null|null|0.2|null|Simbad 2009A&A...504..829G|2009A&A...504..829G|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|1.0|8.592411|18.793785|2287467116193496192|8.592411|18.793785|2287467116193496192|1|0|AB|0.5|0.06999999999999851|null|null|null|0|null
TIC 384708922|257.285521|-81.32399|null|null|384708922|null|null|null|2MASS J17090852-8119263|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|8.69|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|10.093|null|TIC|2019AJ....158..138S|13.357|0.253|TIC|2019AJ....158..138S|13.212|0.304|TIC|2019AJ....158..138S|7.761|0.201|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|4.818856|8.503738|5774536632727299968|1.241344|17.837536|5774536628431316224|0|0|null|null|null|null|null|null|0|null
TIC 90585844|301.761511|32.284199|null|null|90585844|null|null|null|2MASS J20070276+3217031|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|8.8|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|9.832|null|TIC|2019AJ....158..138S|13.415|0.177|TIC|2019AJ....158..138S|13.005|0.091|TIC|2019AJ....158..138S|7.762|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|4.568094|8.772027|2055052039102139904|2.33496|20.444046|2055052039080762624|0|0|null|null|null|null|null|null|0|null
TIC 323857395|290.151806|6.643054|null|null|323857395|null|null|null|2MASS J19203643+0638349|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|8.61|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|7.399|0.081|TIC|2019AJ....158..138S|7.233|0.094|TIC|2019AJ....158..138S|7.254|0.033|TIC|2019AJ....158..138S|7.767|0.084|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|2.260787|8.021214|4294093459140708736|1.795526|10.591211|4294093463467311872|0|0|null|null|null|null|null|null|0|null
TIC 958073811|199.48036925412|-68.49591747407|null|null|958073811|5845211384748418048|null|null|null|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|null|null|null|null|7.846|0.046|TIC gaia2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|7.782|0.009|7.82544|null|null|null|6.71337|null|6.59154|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.806663|7.022144|5845211384770371584|0.806663|7.022144|5845211384770371584|0|0|null|null|null|null|null|null|0|null
TIC 154728907|259.932158|-31.691818|null|null|154728907|null|null|null|2MASS J17194371-3141305|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|9.86|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|7.164|9.998|TIC|2019AJ....158..138S|7.012|0.206|TIC|2019AJ....158..138S|7.157|0.146|TIC|2019AJ....158..138S|7.789|9.998|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|4.360012|8.390044|5979643032171299072|0.559855|17.394047|5979643036532398080|0|0|null|null|null|null|null|null|0|null
TIC 293521985|142.831|-13.4887|null|null|293521985|5690031948585514496|null|46706|2MASS J09311936-1329192|5472-00348-1|WDS J09313-1329AB|Ross  440|tic_near|723.0|8.0|54.0|8.0|TIC tic7|2019AJ....158..138S|12.734|0.007|Simbad 1992AJ....104..340L|1992AJ....104..340L|11.568|0.0013|Simbad 2009AJ....137.4186L|2009AJ....137.4186L|10.067|0.0025|Simbad 2009AJ....137.4186L|2009AJ....137.4186L|9.0|0.003|Simbad 2009AJ....137.4186L|2009AJ....137.4186L|7.682|0.0034|Simbad 2009AJ....137.4186L|2009AJ....137.4186L|6.361|0.02|TIC|2019AJ....158..138S|5.755|0.029|TIC|2019AJ....158..138S|5.511|0.02|TIC|2019AJ....158..138S|7.802|0.022|null|null|null|null|null|null|null|null|94.95|4.31|TIC hip|2019AJ....158..138S|10.5318588730911|0.4780654212008703|TIC plx hip|2019AJ....158..138S|0|M3V|1991ApJS...77..417K|1|3479.0|null|Simbad 2014MNRAS.443.2561G|2014MNRAS.443.2561G|4.452071630789024|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.01|null|Simbad 2014MNRAS.443.2561G|2014MNRAS.443.2561G|-1.1636399305201903|0.06318924695417542|update McDonald2017|2017MNRAS.471..770M|0.7209810036065879|null|calc_from_L_and_Teff|Calculated Value|0.5368483809217346|0.012671851877526463|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|0|AB|0.4|0.1999999999999993|null|null|null|0|null
TIC 259476486|70.65864|-52.163937|null|null|259476486|null|null|null|2MASS J04423807-5209501|8082-00075-1|WDS J04426-5210AB|HD  30186|tic_bright|7.9|1.5|5.4|1.3|TIC tic7|2019AJ....158..138S|null|null|null|null|9.67|0.03|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|8.68|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|6.977|0.018|TIC|2019AJ....158..138S|6.56|0.033|TIC|2019AJ....158..138S|6.41|0.023|TIC|2019AJ....158..138S|7.803|0.029|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|G8III|1978MSS...C02....0H|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.143168|9.015018|4778035908597252736|0.143168|9.015018|4778035908597252736|1|0|AB|0.5|-0.2699999999999996|null|null|null|0|null
TIC 1001113022|206.88435898896|49.31320798716|206.88432674381|49.31320180722|1001113022|1510374147841192960|1510374147844219904|67301|2MASS J13473244+4918477|3467-1257-1||* eta UMa|tic_bright|-121.17|0.15000000596046448|-14.91|0.17000000178813934|Simbad 2007A&A...474..653V|2007A&A...474..653V|0.9900000095367432|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|1.6699999570846558|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|1.8600000143051147|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|1.9800000190734863|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|2.1600000858306885|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|2.240000009536743|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|2.4079999923706055|0.1940000057220459|Simbad 2003yCat.2246....0C|2003yCat.2246....0C|2.3499999046325684|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|7.813|0.6|1.881019|0.005632|gaia_dr3|2023A&A...674A...1G|2.471938|0.049228|2.306414|0.041056|null|null|null|null|null|null|null|null|0|B3V|1973ARA&A..11...29M|0|17870.0|null|Simbad 2009A&A...501..297Z|2009A&A...501..297Z|4.398932888173931|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|2.7388106727510624|0.43429448190325176|McDonald2017|2017MNRAS.471..770M|2.442355487291547|null|calc_from_L_and_Teff|Calculated Value|5.451085742459493|0.6218841647633275|TIC_teff_mass_relation|Calculated Value|1|null|null|null|null|1.0|null|null|null|null|null|null|1|0|null|null|null|null|null|null|0|null
TIC 1525321|156.578533|-17.748261|null|null|1525321|null|null|null|2MASS J10261885-1744537|6065-00378-1|null|HD  90462|tic_near|-120.0|8.0|-12.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|9.578|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.263|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.113|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|7.079|0.026|TIC|2019AJ....158..138S|6.717|0.021|TIC|2019AJ....158..138S|6.612|0.026|TIC|2019AJ....158..138S|7.828|0.034|null|null|null|null|null|null|null|null|null|null|null|null|36.7461|null|TIC|2019AJ....158..138S|0|K0V|1988MSS...C04....0H|1|5231.0|null|TIC|2019AJ....158..138S|4.8862155396282585|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-0.6685818492242938|null|Pecaut_and_Mamajek_2013|Calculated Value|0.5638872568386599|null|calc_from_L_and_Teff|Calculated Value|0.8923443386628453|0.1046785090330769|TIC_teff_mass_relation|Calculated Value|0|null|null|null|null|null|2.003763|8.919897|3748158830405407104|2.003763|8.919897|3748158830405407104|0|0|null|null|null|null|null|null|0|null
TIC 254526194|235.79850977066|-44.72070822074|null|null|254526194|5988906181427993728|null|76990|2MASS J15431186-4443124|7849-01177-2|WDS J15432-4443AB|HD 140011|tic_bright|-155.63|2.1|-139.16|1.76|Simbad 2007A&A...474..653V|2007A&A...474..653V|null|null|null|null|10.17|0.07|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.45|0.07|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.21|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|6.945|0.021|TIC|2019AJ....158..138S|6.487|0.031|TIC|2019AJ....158..138S|6.359|0.021|TIC|2019AJ....158..138S|7.836|0.006|8.44784|null|null|null|8.96343|null|7.75747|null|27.88|1.95|Simbad 2007A&A...474..653V|2007A&A...474..653V|35.86800573888092|2.5087019795845693|Simbad plx 2007A&A...474..653V|2007A&A...474..653V|0|K2.5Vk:|2006AJ....132..161G|1|4774.0|null|gcs_reanalysis|2011A&A...530A.138C|4.346923287939206|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.26|null|gcs_reanalysis|2011A&A...530A.138C|-0.3301462727603069|null|calc_from_gaia|Calculated Value|0.9995733739380478|null|calc_from_L_and_Teff|Calculated Value|0.81|0.02999999999999997|gcs_reanalysis|2011A&A...530A.138C|0|7.4|4.654999999999999|gcs_reanalysis|2011A&A...530A.138C|null|0.247301|9.153395|5988906181445959808|0.247301|9.153395|5988906181445959808|1|0|AB|0.4|0.6999999999999993|null|null|null|0|null
TIC 471011153|90.081558|-31.028713|null|null|471011153|null|null|28442|2MASS J06001940-3101494|null|null|HD  40887|tic_near|-378.63|35.99|1015.19|34.64|TIC tic7|2019AJ....158..138S|9.993|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|9.013|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|7.873|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|7.163|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|6.526|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|5.659|0.02|Simbad 2003yCat.2246....0C|2003yCat.2246....0C|5.07|0.027|Simbad 2003yCat.2246....0C|2003yCat.2246....0C|4.902|0.018|Simbad 2003yCat.2246....0C|2003yCat.2246....0C|7.85|null|null|null|null|null|null|null|null|null|61.0|21.39|Simbad 2007A&A...474..653V|2007A&A...474..653V|16.39|5.75|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|0|K5V+K5V|1964RGOB...85..207E|1|4423.865558482425|null|Pecaut_and_Mamajek_2013|Calculated Value|4.358956693674161|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-0.5425931418923241|null|Pecaut_and_Mamajek_2013|Calculated Value|0.911490682140437|null|calc_from_L_and_Teff|Calculated Value|0.6924581531507225|0.07763354795756337|TIC_teff_mass_relation|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
