star_name|ra|dec|ra_J2016|dec_J2016|tic_id|gaia_dr2_id|gaia_dr3_id|hip_name|tm_name|tyc_name|wds_designation|simbad_name|source_list_fl|sy_pmra|sy_pmraerr|sy_pmdec|sy_pmdecerr|sy_pmsrc|sy_pm_reflink|sy_ujmag|sy_ujmagerr|sy_ujmagsrc|sy_ujmag_reflink|sy_bmag|sy_bmagerr|sy_bmagsrc|sy_bmag_reflink|sy_vmag|sy_vmagerr|sy_vmagsrc|sy_vmag_reflink|sy_rcmag|sy_rcmagerr|sy_rcmagsrc|sy_rcmag_reflink|sy_icmag|sy_icmagerr|sy_icmagsrc|sy_icmag_reflink|sy_jmag|sy_jmagerr|sy_jmagsrc|sy_jmag_reflink|sy_hmag|sy_hmagerr|sy_hmagsrc|sy_hmag_reflink|sy_kmag|sy_kmagmerr|sy_kmagsrc|sy_kmag_reflink|sy_tmag|sy_tmagerr|sy_gaiamag|sy_gaiamagerr|sy_gaiamagsrc|sy_gaiamag_reflink|sy_bpmag|sy_bpmagerr|sy_rpmag|sy_rpmagerr|sy_plx|sy_plxerr|sy_plxsrc|sy_plx_reflink|sy_dist|sy_disterr|sy_distsrc|sy_dist_reflink|ambiguous_dist_fl|st_spectype|st_spectype_reflink|dwarf_fl|st_teff|st_tefferr|st_teffsrc|st_teff_reflink|st_logg|st_loggerr|st_loggsrc|st_logg_reflink|st_loggspec|st_loggspecerr|st_loggspecsrc|st_loggspec_reflink|st_met|st_meterr|st_metsrc|st_met_reflink|st_lum|st_lumerr|st_lumsrc|st_lum_reflink|st_rad|st_raderr|st_radsrc|st_rad_reflink|st_mass|st_masserr|st_masssrc|st_mass_reflink|uncertain_M_flag|st_age|st_ageerr|st_agesrc|st_age_reflink|contaminant_fl|brightest_sep|brightest_Gmag|brightest_id|nearest_sep|nearest_Gmag|nearest_id|known_binary_fl|gaia_binary_fl|wds_comp|wds_sep|wds_deltamag|GCNS_companion|GCNS_sep|GCNS_mag_diff|sy_planets_flag|hostname
TIC 8766424|140.0019|30.8777|null|null|8766424|null|null|null|2MASS J09200048+3052397|2493-01386-1|null|PM J09200+3052|tic_near|-41.04|2.0|-41.42|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|13.03|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|11.52|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|11.06|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.309|0.019|TIC|2019AJ....158..138S|7.678|0.016|TIC|2019AJ....158..138S|7.499|0.02|TIC|2019AJ....158..138S|9.567|0.058|null|null|null|null|null|null|null|null|null|null|null|null|35.7705|null|TIC|2019AJ....158..138S|0|M1.5Ve|2013AJ....145..102L|1|3775.0|null|Simbad 2014MNRAS.443.2561G|2014MNRAS.443.2561G|4.761719643719191|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.2|null|Simbad 2014MNRAS.443.2561G|2014MNRAS.443.2561G|-1.2579035976967556|null|update_TIC|Calculated Value|0.5493725227220302|null|calc_from_L_and_Teff|Calculated Value|0.6358956945825773|0.015231605105637834|Mann2019|Calculated Value|0|null|null|null|null|null|1.150492|11.21613|700595069620196992|1.150492|11.21613|700595069620196992|0|0|null|null|null|null|null|null|0|null
TIC 117159425|129.3451|26.2066|null|null|117159425|702991695731881728|null|null|2MASS J08372285+2612245|null|null|V* AA Cnc|tic_near|-160.53|2.0|-373.51|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|15.73|null|Simbad||14.152|0.014|TIC cdwrf|2019AJ....158..138S|13.844|0.11|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.783|0.021|TIC|2019AJ....158..138S|9.197|0.016|TIC|2019AJ....158..138S|8.942|0.017|TIC|2019AJ....158..138S|11.608|0.349|null|null|null|null|null|null|null|null|25.3331|0.1575|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|39.474|0.2454|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|M4.20|2015ApJ...802L..10T|1|3530.0|null|Simbad 2020AJ....160..120J|2020AJ....160..120J|4.926188715233923|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.121|null|Simbad 2020AJ....160..120J|2020AJ....160..120J|-1.692176485302791|null|Pecaut_and_Mamajek_2013|Calculated Value|0.3810789776360468|null|calc_from_L_and_Teff|Calculated Value|0.4468389995341243|0.010034334415995914|Mann2019|Calculated Value|0|null|null|null|null|null|6.483424|12.773818|702991695731881728|6.483424|12.773818|702991695731881728|0|0|null|null|null|null|null|null|0|null
TIC 141177289|179.7477|42.6611|null|null|141177289|null|768899274557813376|null|2MASS J11585947+4239395|null|WDS J11590+4240AB|G 122-60|tic_near|-325.03|2.0|58.28|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|13.1|null|Simbad 2003AJ....125..984M|2003AJ....125..984M|12.054|0.106|TIC cdwrf|2019AJ....158..138S|11.649|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.638|0.023|TIC|2019AJ....158..138S|8.047|0.026|TIC|2019AJ....158..138S|7.825|0.015|TIC|2019AJ....158..138S|9.92|0.084|null|null|null|null|null|null|null|null|null|null|null|null|37.1642|null|TIC|2019AJ....158..138S|0|M2.0V|2013AJ....145..102L|1|3686.0|null|Simbad 2014MNRAS.443.2561G|2014MNRAS.443.2561G|4.7141941890586185|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.2763801644845367|null|update_TIC|Calculated Value|0.5640945461363612|null|calc_from_L_and_Teff|Calculated Value|0.6009389632830958|0.015060462277849608|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|0|AB|0.3|0.5|null|null|null|0|null
TIC 56936482|140.4545|43.5078|null|null|56936482|817747655601865088|null|null|2MASS J09214911+4330284|null|WDS J09218+4330AB|G 115-71|tic_near|-311.22|2.0|-106.73|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|15.71|0.05|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.92|0.07|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.58|0.09|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.431|0.02|TIC|2019AJ....158..138S|8.799|0.016|TIC|2019AJ....158..138S|8.49|0.014|TIC|2019AJ....158..138S|11.018|0.054|null|null|null|null|null|null|null|null|34.0316|0.1335|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|29.3845|0.1152|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|M4V|2014AJ....147...20N|1|3418.0|null|Simbad 2020AJ....160..120J|2020AJ....160..120J|4.706593370749325|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.225|null|Simbad 2020AJ....160..120J|2020AJ....160..120J|-1.5593164171068938|null|Pecaut_and_Mamajek_2013|Calculated Value|0.4736421234798136|null|calc_from_L_and_Teff|Calculated Value|0.41631914453989166|0.009375661053602475|Mann2019|Calculated Value|0|null|null|null|null|null|5.309967|13.093708|817747655601865088|5.309967|13.093708|817747655601865088|1|0|AB|0.7|null|null|null|null|0|null
TIC 252487584|157.1163|48.2389|null|null|252487584|null|null|null|2MASS J10282780+4814199|null|null|G 146-35|tic_near|598.0|8.0|-153.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|14.97|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.27|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.85|0.1|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.055|0.021|TIC|2019AJ....158..138S|8.474|0.017|TIC|2019AJ....158..138S|8.229|0.021|TIC|2019AJ....158..138S|10.524|0.04|null|null|null|null|null|null|null|null|48.6|3.3|Simbad 1991NSC3..C......0G|1991NSC3..C......0G|20.576131687242796|1.3971447441954985|Simbad plx 1991NSC3..C......0G|1991NSC3..C......0G|0|M3.5||1|3463.0|null|Simbad 2020AJ....160..120J|2020AJ....160..120J|4.766551224939134|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.381|null|Simbad 2020AJ....160..120J|2020AJ....160..120J|-1.6887748171658359|null|Pecaut_and_Mamajek_2013|Calculated Value|0.3975211619351082|null|calc_from_L_and_Teff|Calculated Value|0.3366697557861097|0.007525185458974957|Mann2019|Calculated Value|0|null|null|null|null|null|9.733524|12.615822|834495451075108864|9.733524|12.615822|834495451075108864|0|0|null|null|null|null|null|null|0|null
TIC 459178527|156.7485|55.1148|null|null|459178527|null|null|null|2MASS J10265964+5506530|null|WDS J10270+5507AB|G 196-24|tic_near|-404.8|2.0|-278.75|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|15.96|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|14.29|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.93|0.07|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.973|0.027|TIC|2019AJ....158..138S|9.431|0.033|TIC|2019AJ....158..138S|9.117|0.02|TIC|2019AJ....158..138S|11.519|0.04|null|null|null|null|null|null|null|null|40.0|2.5|Simbad 2014ApJ...784..156D|2014ApJ...784..156D|25.0|1.5625|Simbad plx 2014ApJ...784..156D|2014ApJ...784..156D|0|null|null|1|3189.6069484001146|null|Pecaut_and_Mamajek_2013|Calculated Value|4.811039655202121|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.9683272892733374|null|Pecaut_and_Mamajek_2013|Calculated Value|0.33963673926509724|null|calc_from_L_and_Teff|Calculated Value|0.2722709792484015|0.006005704868624864|Mann2019|Calculated Value|0|null|null|null|null|null|7.84703|13.35556|852214630713523328|7.84703|13.35556|852214630713523328|1|0|AB|0.8|1.5|null|null|null|0|null
TIC 138618786|176.8879|60.841|null|null|138618786|null|858909965035765888|null|2MASS J11473313+6050276|null|null|G 197-31|tic_near|-365.96|2.0|-225.92|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|16.28|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|14.5|0.05|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|14.22|0.12|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|10.08|0.022|TIC|2019AJ....158..138S|9.502|0.022|TIC|2019AJ....158..138S|9.197|0.016|TIC|2019AJ....158..138S|11.608|0.081|null|null|null|null|null|null|null|null|null|null|null|null|44.9573|null|TIC|2019AJ....158..138S|0|M3.5Ve|2003AJ....126.3007R|1|3125.990741553381|null|Pecaut_and_Mamajek_2013|Calculated Value|4.703295499497867|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.676129393459491|null|update_TIC|Calculated Value|0.4950084052222084|null|calc_from_L_and_Teff|Calculated Value|0.45128720324944455|0.010127109843830586|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 423084600|116.107538|27.950965|null|null|423084600|null|null|null|2MASS J07442580+2757033|1920-00194-1|null|StKM 1-660|tic_near|-133.0|8.0|-102.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|11.89|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.69|0.05|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.21|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.491|0.034|TIC|2019AJ....158..138S|7.841|0.029|TIC|2019AJ....158..138S|7.75|0.021|TIC|2019AJ....158..138S|9.53|0.043|null|null|null|null|null|null|null|null|null|null|null|null|42.7046|null|TIC|2019AJ....158..138S|0|K5|1986AJ.....91..144S|1|4458.5|null|TIC|2019AJ....158..138S|4.628378478409859|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.0229|0.0127|TIC|2019AJ....158..138S|-0.7944928110949103|null|Pecaut_and_Mamajek_2013|Calculated Value|0.6714732211122704|null|calc_from_L_and_Teff|Calculated Value|0.6988246984552717|0.07800677161817036|TIC_teff_mass_relation|Calculated Value|0|null|null|null|null|null|2.956626|10.82515|875339692413363584|2.581161|11.022854|875339696707082368|0|0|null|null|null|null|null|null|0|null
TIC 165059181|105.16|33.5827|null|null|165059181|891106452933162112|null|null|2MASS J07003840+3334581|null|null|LSPM J0700+3334|tic_near|24.39|2.0|-161.15|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|15.0|null|Simbad 2003AJ....125..984M|2003AJ....125..984M|13.894|0.071|TIC cdwrf|2019AJ....158..138S|13.543|0.11|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.625|0.022|TIC|2019AJ....158..138S|9.024|0.016|TIC|2019AJ....158..138S|8.761|0.019|TIC|2019AJ....158..138S|11.162|0.04|null|null|null|null|null|null|null|null|37.9602|0.378|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|26.343|0.2623|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|M4.01|2015ApJS..220...16T|1|3314.0|null|Simbad 2015ApJS..220...16T|2015ApJS..220...16T|5.588743105620958|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.16|null|Simbad 2015ApJS..220...16T|2015ApJS..220...16T|-2.58650666666|null|Pecaut_and_Mamajek_2013|Calculated Value|0.15441671291581896|null|calc_from_L_and_Teff|Calculated Value|0.3373370828476451|0.0075408864059893325|Mann2019|Calculated Value|0|null|null|null|null|null|2.47334|12.587302|891106452933162112|2.47334|12.587302|891106452933162112|0|0|null|null|null|null|null|null|0|null
TIC 400730021|127.0922|35.0165|null|null|400730021|null|null|41554|2MASS J08282213+3500591|2489-00672-1|WDS J08286+3502AB|MCC 253|tic_near|-1014.0|8.0|-329.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|12.265|0.226|TIC tycho2b3|2019AJ....158..138S|10.76|0.1|TIC cdwrf|2019AJ....158..138S|10.209|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|7.633|0.018|TIC|2019AJ....158..138S|7.047|0.031|TIC|2019AJ....158..138S|6.828|0.018|TIC|2019AJ....158..138S|8.924|0.032|null|null|null|null|null|null|null|null|51.13|6.64|TIC hip|2019AJ....158..138S|19.557989438685702|2.539899273868043|TIC plx hip|2019AJ....158..138S|0|M0V|1986AJ.....92..139S|1|3700.0|null|Simbad 2014MNRAS.443.2561G|2014MNRAS.443.2561G|4.688087482563431|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.45|null|Simbad 2014MNRAS.443.2561G|2014MNRAS.443.2561G|-1.28926601306167|0.16699553216440957|update McDonald2017|2017MNRAS.471..770M|0.5515897537368659|null|calc_from_L_and_Teff|Calculated Value|0.5410684810175497|0.012862304353503244|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|0|AB|0.5|0.040000000000000924|null|null|null|0|null
TIC 252974595|120.8314|52.8439|null|null|252974595|936421209762697088|null|39402|2MASS J08031949+5250387|3796-02544-3|WDS J08033+5251AB|G 194-7|tic_near|373.42|2.0|-675.67|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|12.91|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|11.34|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.89|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.058|0.021|TIC|2019AJ....158..138S|7.483|0.034|TIC|2019AJ....158..138S|7.239|0.021|TIC|2019AJ....158..138S|9.372|0.013|null|null|null|null|null|null|null|null|32.07|4.26|TIC hip|2019AJ....158..138S|31.181789834736513|4.142015113688106|TIC plx hip|2019AJ....158..138S|0|M1.5V|2013AJ....145..102L|1|3781.0|null|Simbad 2020AJ....160..120J|2020AJ....160..120J|4.294212676220673|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.1921|0.0075|TIC|2019AJ....158..138S|-0.7913563738102145|null|Pecaut_and_Mamajek_2013|Calculated Value|0.9370464144688951|null|calc_from_L_and_Teff|Calculated Value|0.6304741072153086|0.015210836800934631|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|0|AB|0.3|0.3100000000000005|null|null|null|0|null
TIC 99956397|170.9929|64.7054|null|null|99956397|null|null|null|2MASS J11235762+6442202|null|null|null|tic_near|-160.59|2.0|-283.11|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|14.995|0.063|TIC apassdr9|2019AJ....158..138S|13.543|0.05|TIC cdwrf|2019AJ....158..138S|null|null|null|null|null|null|null|null|9.794|0.024|TIC|2019AJ....158..138S|9.303|0.027|TIC|2019AJ....158..138S|9.033|0.023|TIC|2019AJ....158..138S|11.184|0.076|null|null|null|null|null|null|null|null|null|null|null|null|49.6305|null|TIC|2019AJ....158..138S|0|null|null|1|3808.3785826050903|null|Pecaut_and_Mamajek_2013|Calculated Value|5.269911677958301|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.8446639625349381|null|update_TIC|Calculated Value|0.2746884731346319|null|calc_from_L_and_Teff|Calculated Value|0.5123006669883344|0.011684961884335359|Mann2019|Calculated Value|0|null|null|null|null|null|8.030989|12.86153|1056412769128081152|5.096498|13.563326|1056412764832011520|0|0|null|null|null|null|null|null|0|null
TIC 141476700|104.3589|74.0907|null|null|141476700|null|1114896308006484096|null|2MASS J06572616+7405265|null|null|PM J06574+7405|tic_near|-108.97|2.0|-42.87|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|14.563|0.09|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.005|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.677|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.926|0.024|TIC|2019AJ....158..138S|8.354|0.02|TIC|2019AJ....158..138S|8.107|0.018|TIC|2019AJ....158..138S|10.407|0.04|null|null|null|null|null|null|null|null|null|null|null|null|31.0607|null|TIC|2019AJ....158..138S|0|M4.0Ve|2013AJ....145..102L|1|3133.0|null|Simbad 2021A&A...656A.162M|2021A&A...656A.162M|4.716172855935978|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.01|null|Simbad 2021A&A...656A.162M|2021A&A...656A.162M|-1.6426369693848573|null|update_TIC|Calculated Value|0.5121690966520992|null|calc_from_L_and_Teff|Calculated Value|0.4976591224478075|0.011222483209243031|Mann2019|Calculated Value|0|null|null|null|null|null|5.547848|17.232851|1114896308004715136|5.547848|17.232851|1114896308004715136|0|0|null|null|null|null|null|null|0|null
TIC 202276997|139.377|77.2447|null|null|202276997|null|1131554695144286464|45593|2MASS J09173071+7714405|4541-00108-1|WDS J09175+7715AB|BD+77   361|tic_near|-1067.0|8.0|-1.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|10.903|null|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.12|0.1|TIC cdwrf|2019AJ....158..138S|9.593|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|7.398|0.024|TIC|2019AJ....158..138S|6.755|0.021|TIC|2019AJ....158..138S|6.602|0.026|TIC|2019AJ....158..138S|8.559|0.034|null|null|null|null|null|null|null|null|36.74|3.39|TIC hip|2019AJ....158..138S|27.21829069134458|2.5114318302574343|TIC plx hip|2019AJ....158..138S|0|K5V|1986AJ.....92..139S|1|4113.0|null|Simbad 2014MNRAS.443.2561G|2014MNRAS.443.2561G|3.962624867477078|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-0.29236970238337057|0.11566837801798367|update McDonald2017|2017MNRAS.471..770M|1.406534452925508|null|calc_from_L_and_Teff|Calculated Value|0.662|0.031|TIC|2019AJ....158..138S|0|null|null|null|null|null|null|null|null|null|null|null|1|0|AB|0.5|0.11999999999999922|null|null|null|0|null
TIC 328815367|139.1258|84.1833|null|null|328815367|1147659521129543040|null|null|2MASS J09163011+8410598|null|null|G 253-21|tic_near|-528.2|2.0|404.29|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|13.36|0.07|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|11.844|0.033|TIC cdwrf|2019AJ....158..138S|11.42|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.618|0.019|TIC|2019AJ....158..138S|8.079|0.053|TIC|2019AJ....158..138S|7.858|0.023|TIC|2019AJ....158..138S|9.871|0.04|null|null|null|null|null|null|null|null|38.5|9.2|Simbad 1995GCTP..C......0V|1995GCTP..C......0V|25.974025974025974|6.206780232754258|Simbad plx 1995GCTP..C......0V|1995GCTP..C......0V|0|M1.5V|2013AJ....145..102L|1|3551.0|null|Simbad 2014MNRAS.443.2561G|2014MNRAS.443.2561G|4.569298976239319|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.2982476179212143|null|Pecaut_and_Mamajek_2013|Calculated Value|0.5926898519186603|null|calc_from_L_and_Teff|Calculated Value|0.47521083206507464|0.010645706374388164|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 138469142|94.272|83.8931|null|null|138469142|1149897160435827200|null|null|2MASS J06170531+8353354|null|null|LSPM J0617+8353|tic_near|-56.0|8.0|-182.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|14.4|null|Simbad 2003AJ....125..984M|2003AJ....125..984M|13.07|0.032|TIC cdwrf|2019AJ....158..138S|12.738|0.07|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.961|0.021|TIC|2019AJ....158..138S|8.365|0.02|TIC|2019AJ....158..138S|8.11|0.015|TIC|2019AJ....158..138S|10.451|0.04|null|null|null|null|null|null|null|null|47.2924|0.2071|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|21.145|0.0926|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|M3.5V|2013AJ....145..102L|1|3246.0|null|Simbad 2014MNRAS.443.2561G|2014MNRAS.443.2561G|5.279148346799369|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-2.2803990122215314|null|Pecaut_and_Mamajek_2013|Calculated Value|0.22895815024023286|null|calc_from_L_and_Teff|Calculated Value|0.3635740977142637|0.008157889148000131|Mann2019|Calculated Value|0|null|null|null|null|null|2.721991|12.113543|1149897160435827200|2.721991|12.113543|1149897160435827200|0|0|null|null|null|null|null|null|0|null
TIC 459902985|131.394406|84.693316|null|null|459902985|null|null|42982|2MASS J08453465+8441359|4635-00269-1|WDS J08456+8442AB|BD+85   127|tic_near|-80.0|8.0|-193.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|10.05|0.07|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.21|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.05|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|7.413|0.02|TIC|2019AJ....158..138S|6.972|0.021|TIC|2019AJ....158..138S|6.858|0.024|TIC|2019AJ....158..138S|8.256|0.03|null|null|null|null|null|null|null|null|22.86|1.48|TIC hip|2019AJ....158..138S|43.74453193350831|2.8321044296409577|TIC plx hip|2019AJ....158..138S|0|F8||1|4871.0|125.0|McDonald2017|2017MNRAS.471..770M|4.397700387235706|0.10918926972736569|calculated_from_M_and_R|Calculated Value|4.339|null|McDonald2017|2017MNRAS.471..770M|null|null|null|null|-0.3545870245030988|0.08745946692002146|update McDonald2017|2017MNRAS.471..770M|0.9335183805904187|0.10550382684885276|calc_from_L_and_Teff|Calculated Value|0.7941060537771857|0.08742045431500652|TIC_teff_mass_relation|Calculated Value|0|null|null|null|null|null|3.512165|9.483481|1150745330577624064|3.207194|9.607806|1150745334872715648|1|0|AB|0.5|0.05000000000000071|null|null|null|0|null
TIC 255885414|235.9519|25.8772|null|null|255885414|1223051555979516416|null|null|2MASS J15434848+2552376|null|null|G 167-54|tic_near|-165.45|2.0|310.92|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|16.32|0.09|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|14.509|0.048|TIC cdwrf|2019AJ....158..138S|14.33|0.17|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|10.022|0.02|TIC|2019AJ....158..138S|9.491|0.015|TIC|2019AJ....158..138S|9.233|0.02|TIC|2019AJ....158..138S|11.639|0.04|null|null|null|null|null|null|null|null|44.6|1.7|Simbad 2014ApJ...784..156D|2014ApJ...784..156D|21.1|2.7|Simbad 2009ApJ...699..649S|2009ApJ...699..649S|0|M4.1V|2009ApJ...699..649S|1|3345.0|null|Simbad 2020AJ....160..120J|2020AJ....160..120J|4.883327158916809|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.727|null|Simbad 2020AJ....160..120J|2020AJ....160..120J|-2.058190122796361|null|Pecaut_and_Mamajek_2013|Calculated Value|0.2784616160513706|null|calc_from_L_and_Teff|Calculated Value|0.21616740551006558|0.004692222806171511|Mann2019|Calculated Value|0|null|null|null|null|null|5.550601|13.649828|1223051551685692800|5.550601|13.649828|1223051551685692800|0|0|null|null|null|null|null|null|0|null
TIC 135222057|214.6711|18.2058|null|null|135222057|1233620267901771264|null|null|2MASS J14184107+1812205|null|WDS J14189+1812A|LP  439-442|tic_near|-187.0|8.0|68.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|14.84|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.46|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.8|0.07|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.272|0.02|TIC|2019AJ....158..138S|8.609|0.02|TIC|2019AJ....158..138S|8.383|0.018|TIC|2019AJ....158..138S|10.765|0.084|null|null|null|null|null|null|null|null|24.1|3.7|Simbad 2014ApJ...784..156D|2014ApJ...784..156D|41.49377593360995|6.370413732545926|Simbad plx 2014ApJ...784..156D|2014ApJ...784..156D|1|M3V|2014AJ....147...20N|1|3974.3071364056173|null|Pecaut_and_Mamajek_2013|Calculated Value|5.337283672957201|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.22|null|Simbad 2014AJ....147...20N|2014AJ....147...20N|-1.804616287692519|null|Pecaut_and_Mamajek_2013|Calculated Value|0.2641323819606901|null|calc_from_L_and_Teff|Calculated Value|0.5531709200918158|0.013417176306162182|Mann2019|Calculated Value|0|null|null|null|null|null|3.676881|12.667755|1233620267902790656|3.28768|12.712786|1233620267901771264|1|0|A|0.4|0.5999999999999996|null|null|null|0|null
